year,title,binary,budget,domgross,intgross,totalgross
2005,Match Point,PASS,15000000,23089926,87989926,111079852
2005,Me and You and Everyone We Know,PASS,2000000,3885134,8425527,12310661
2005,Memoirs of a Geisha,PASS,85000000,57010853,161510853,218521706
2005,MirrorMask,PASS,4000000,864959,963224,1828183
2005,Miss Congeniality 2: Armed &amp; Fabulous,PASS,60000000,48478006,101382396,149860402
2005,Mr. &amp; Mrs. Smith,FAIL,110000000,186336279,478336279,664672558
2005,Munich,FAIL,75000000,47379090,130279090,177658180
2005,North Country,PASS,30000000,18324242,25224242,43548484
2005,Oliver Twist,FAIL,65000000,2070920,26670920,28741840
2005,Pride and Prejudice,PASS,28000000,38372662,120918508,159291170
2005,Proof,PASS,20000000,7535331,8284331,15819662
2005,Red Eye,PASS,26000000,57891803,95555805,153447608
2005,Rent,PASS,40000000,29077547,31670620,60748167
2005,Robots,FAIL,80000000,128200012,260700012,388900024
2005,Saw II,FAIL,5000000,87025093,152925093,239950186
2005,Serenity,PASS,39000000,25514517,38514517,64029034
2005,Shopgirl,FAIL,7500000,10284523,11758418,22042941
2005,Sin City,PASS,40000000,74103820,158753820,232857640
2005,Sisters in Law,PASS,300000,33312,33312,66624
2005,Sky High,PASS,60000000,63939454,81627454,145566908
2005,Son of the Mask,FAIL,100000000,17018422,59918422,76936844
2005,Star Wars: Episode III - Revenge of the Sith,FAIL,115000000,380270577,848998877,1229269454
2005,Stealth,FAIL,138000000,32116746,76416746,108533492
2005,Strangers with Candy,PASS,2000000,2072645,2077844,4150489
2005,Thank You for Smoking,FAIL,7500000,24793509,40016662,64810171
2005,The 40 Year Old Virgin,FAIL,26000000,109449237,177360047,286809284
2005,The Adventures of Sharkboy and Lavagirl 3-D,FAIL,50000000,39177684,69425966,108603650
2005,The Amityville Horror,PASS,18500000,65233369,109175673,174409042
2005,The Ballad of Jack and Rose,PASS,1500000,712294,1126258,1838552
2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PASS,180000000,291710957,748806957,1040517914
2005,The Constant Gardener,PASS,25500000,33579798,81079798,114659596
2005,The Descent,PASS,7000000,26024456,57029609,83054065
2005,The Devil&#39;s Rejects,PASS,7000000,17044981,20940428,37985409
2005,The Exorcism of Emily Rose,PASS,18000000,75072454,144587700,219660154
2005,The Fog,PASS,18000000,29511112,37048526,66559638
2005,The Hitchhiker&#39;s Guide to the Galaxy,FAIL,45000000,51019112,104019112,155038224
2005,The Island,PASS,120000000,35818913,163018913,198837826
2005,The Jacket,FAIL,28500000,6301131,15452978,21754109
2005,The Legend of Zorro,FAIL,80000000,45575336,141475336,187050672
2005,The New World,FAIL,30000000,12712093,26184400,38896493
2005,The Ring Two,PASS,50000000,75941727,161941727,237883454
2005,The Skeleton Key,PASS,40000000,47907715,92256918,140164633
2005,The Squid and the Whale,FAIL,1500000,7372734,11191423,18564157
2005,The Wedding Date,PASS,15000000,31726995,47175038,78902033
2005,Transamerica,PASS,1000000,9015303,16553163,25568466
2005,Tristram Shandy: A Cock and Bull Story,FAIL,4750000,1253413,3061763,4315176
2005,V for Vendetta,PASS,50000000,70511035,129231542,199742577
2005,Waiting...,PASS,1125000,16124543,18673274,34797817
2005,Walk the Line,PASS,29000000,119519402,187707495,307226897
2005,War of the Worlds,FAIL,132000000,234280354,606836535,841116889
2005,Water,PASS,3000000,5529144,8119205,13648349
2005,White Noise,FAIL,10000000,56094360,92094360,148188720
2005,"Yours, Mine and Ours",PASS,45000000,53359917,72359917,125719834
2005,Zathura: A Space Adventure,FAIL,65000000,28045540,58545540,86591080
2004,13 Going on 30,PASS,30000000,57139723,96439723,153579446
2004,2046,PASS,12000000,1442338,19202856,20645194
2004,50 First Dates,FAIL,75000000,120776832,196324496,317101328
2004,A Cinderella Story,PASS,19000000,51438175,70067909,121506084
2004,A Home at the End of The World,FAIL,6500000,1029017,1033810,2062827
2004,A Very Long Engagement,PASS,55000000,6167817,59606587,65774404
2004,Anchorman: The Legend of Ron Burgundy,FAIL,25000000,84136909,89366354,173503263
2004,Around the World in 80 Days,FAIL,110000000,24004159,72004159,96008318
2004,AVP: Alien vs. Predator,FAIL,70000000,80281096,172543519,252824615
2004,Banlieue 13,FAIL,15000000,1200216,11208291,12408507
2004,Before Sunset,FAIL,2000000,5792822,11293790,17086612
2004,Bridget Jones: The Edge of Reason,PASS,50000000,40203020,263894551,304097571
2004,Catwoman,PASS,100000000,40202379,82145379,122347758
2004,Cellular,PASS,45000000,32003620,61475984,93479604
2004,Closer,PASS,35000000,33987757,115476509,149464266
2004,Collateral,FAIL,60000000,100170152,217670152,317840304
2004,Connie and Carla,PASS,20000000,8047525,8047525,16095050
2004,Crash,PASS,7303082,55334418,101173038,156507456
2004,D.E.B.S.,PASS,3500000,96793,96793,193586
2004,Dawn of the Dead,PASS,28000000,58990765,103452875,162443640
2004,Dodgeball: A True Underdog Story,PASS,30000000,114326736,167791704,282118440
2004,Ella Enchanted,PASS,35000000,22913677,22913677,45827354
2004,Eternal Sunshine of the Spotless Mind,FAIL,20000000,34366518,72993444,107359962
2004,Eulogy,PASS,10000000,70527,70527,141054
2004,Finding Neverland,PASS,25000000,51676606,115036108,166712714
2004,Flight of the Phoenix,FAIL,75000000,21009180,34009180,55018360
2004,Garden State,PASS,2500000,26782316,36028802,62811118
2004,Harold and Kumar Go to White Castle,PASS,9000000,18225165,18225165,36450330
2004,Harry Potter and the Prisoner of  Azkaban,PASS,130000000,249538952,796688549,1046227501
2004,Hellboy,FAIL,60000000,59623958,99823958,159447916
2004,Home on the Range,PASS,110000000,50026353,76482461,126508814
2004,I Heart Huckabees,PASS,22000000,12784713,20034713,32819426
2004,"I, Robot",FAIL,105000000,144801023,348601023,493402046
2004,In Good Company,FAIL,26000000,45489752,63489752,108979504
2004,Kinsey,PASS,11000000,10214647,13000959,23215606
2004,Kung Fu Hustle,FAIL,20000000,17104669,101004669,118109338
2004,Layer Cake,FAIL,6500000,2339957,11850214,14190171
2004,Lemony Snicket&#39;s A Series of Unfortunate Events,PASS,100000000,118627117,201627117,320254234
2004,Maria Full of Grace,PASS,3200000,6529624,14441158,20970782
2004,Mean Girls,PASS,18000000,86047227,130953026,217000253
2004,Million Dollar Baby,PASS,30000000,100492203,232016402,332508605
2004,Miracle,FAIL,28000000,64378093,64474705,128852798
2004,My Summer of Love,PASS,1700000,1000915,4951476,5952391
2004,Napoleon Dynamite,FAIL,400000,44540956,46122713,90663669
2004,New York Minute,FAIL,40000000,14018364,21215882,35234246
2004,Primer,FAIL,7000,424760,565846,990606
2004,Raising Helen,PASS,50000000,37485528,43340302,80825830
2004,Ray,FAIL,40000000,75305995,124823094,200129089
2004,Resident Evil: Apocalypse,PASS,50000000,50740078,128940078,179680156
2004,Saved!,PASS,5000000,8886160,10228228,19114388
2004,Saw,FAIL,1200000,55185045,103096345,158281390
2004,Secret Window,FAIL,40000000,47958031,92111551,140069582
2004,Shark Tale,FAIL,75000000,161412000,367825111,529237111
2004,Shaun of the Dead,PASS,5000000,13542874,30332385,43875259
2004,Shrek 2,PASS,70000000,441226247,937008132,1378234379
2004,Sideways,PASS,17000000,71502303,109874155,181376458
2004,Sky Captain and the World of Tomorrow,PASS,70000000,37760080,49730854,87490934
2004,Spanglish,PASS,75000000,42044321,54344321,96388642
2004,Spider-Man 2,FAIL,200000000,373524485,783705001,1157229486
2004,Team America: World Police,FAIL,20000000,32774834,50274834,83049668
2004,The Aviator,FAIL,110000000,102608827,214608827,317217654
2004,The Bourne Supremacy,FAIL,85000000,176087450,288587450,464674900
2004,The Butterfly Effect,FAIL,13000000,57924679,96046844,153971523
2004,The Chronicles of Riddick,FAIL,120000000,57712751,107212751,164925502
2004,The Day After Tomorrow,PASS,125000000,186740799,556319450,743060249
2004,The Grudge,PASS,10000000,110359362,187281115,297640477
2004,The Incredibles,PASS,92000000,261441092,632107545,893548637
2004,The Life Aquatic with Steve Zissou,FAIL,50000000,24006726,34806726,58813452
2004,The Notebook,FAIL,30000000,81001787,102276787,183278574
2004,The Phantom of the Opera,FAIL,55000000,51225796,158225796,209451592
2004,The Polar Express,FAIL,170000000,194949659,319049659,513999318
2004,The Princess Diaries 2: Royal Engagement,PASS,45000000,95149435,122071435,217220870
2004,The Stepford Wives,PASS,100000000,59475623,96221971,155697594
2004,The Terminal,FAIL,75000000,77073959,218673959,295747918
2004,The Village,PASS,71682975,114197520,257641634,371839154
2004,The Whole Ten Yards,FAIL,30000000,16323969,26323969,42647938
2004,Troy,FAIL,150000000,133298577,484161265,617459842
2004,Van Helsing,PASS,170000000,120150546,300150546,420301092
2004,Vera Drake,PASS,11000000,3753806,13353855,17107661
2004,White Chicks,PASS,20000000,69148997,111448997,180597994
2004,Wimbledon,PASS,35000000,16862585,41666476,58529061
2003,2 Fast 2 Furious,FAIL,76000000,127120058,236220058,363340116
2003,21 grams,FAIL,20000000,16248701,59667625,75916326
2003,Big Fish,FAIL,70000000,66432867,123432867,189865734
2003,Bon voyage,PASS,20000000,2353728,8361736,10715464
2003,Bruce Almighty,PASS,81000000,242704995,483473962,726178957
2003,Charlie&#39;s Angels: Full Throttle,PASS,120000000,100814328,227200000,328014328
2003,Cold Mountain,PASS,80000000,95632614,161632614,257265228
2003,Cradle 2 the Grave,FAIL,25000000,34657731,56434942,91092673
2003,Daddy Day Care,PASS,60000000,104148781,164285587,268434368
2003,Daredevil,FAIL,80000000,102543518,182782518,285326036
2003,Darkness Falls,FAIL,7000000,32539681,32539681,65079362
2003,Dreamcatcher,FAIL,68000000,33685268,75685268,109370536
2003,Final Destination 2,PASS,26000000,46896664,90396664,137293328
2003,Finding Nemo,FAIL,94000000,380529370,906465556,1286994926
2003,Freaky Friday,PASS,26000000,110222438,160822438,271044876
2003,Girl with a Pearl Earring,PASS,12000000,11634362,43281552,54915914
2003,Goodbye Lenin!,PASS,6400000,4063859,79384539,83448398
2003,Holes,FAIL,20000000,67383924,72383924,139767848
2003,Hollywood Homicide,FAIL,75000000,30207785,51107785,81315570
2003,House of Sand and Fog,PASS,16500000,13005485,16157923,29163408
2003,How to Lose a Guy in 10 Days,FAIL,50000000,105807520,177079973,282887493
2003,Hulk,FAIL,137000000,132177234,245229234,377406468
2003,Identity,FAIL,28000000,52131264,82183683,134314947
2003,In the Cut,PASS,12000000,4717455,23693646,28411101
2003,Jeepers Creepers II,PASS,25000000,35623801,35623801,71247602
2003,Kill Bill: Vol. 1,PASS,55000000,70098138,180098138,250196276
2003,Lara Croft Tomb Raider: The Cradle of Life,FAIL,90000000,65653758,156453758,222107516
2003,"Legally Blonde 2: Red, White &amp; Blonde",PASS,25000000,90639088,125339088,215978176
2003,Les triplettes de Belleville,PASS,2000000,7301288,14440113,21741401
2003,Lost In Translation,FAIL,4000000,44585453,112550685,157136138
2003,Love Actually,PASS,45000000,59472278,247967903,307440181
2003,Master and Commander: The Far Side of the World,FAIL,135000000,93926386,212912137,306838523
2003,Mona Lisa Smile,PASS,65000000,63803100,141205169,205008269
2003,Monster,PASS,5000000,34469210,58003694,92472904
2003,Mystic River,PASS,30000000,90135191,156835191,246970382
2003,Peter Pan,PASS,100000000,48417850,95255485,143673335
2003,Pirates of the Caribbean: The Curse of the Black Pearl,FAIL,125000000,305411224,634954103,940365327
2003,Pride and Prejudice,PASS,28000000,38372662,120918508,159291170
2003,S.W.A.T.,PASS,70000000,116877597,207154748,324032345
2003,Scary Movie 3,PASS,45000000,110000082,155200000,265200082
2003,Secondhand Lions,FAIL,30000000,42070939,47902566,89973505
2003,Shanghai Knights,FAIL,50000000,60470220,88316835,148787055
2003,Shattered Glass,FAIL,6000000,2207975,2932719,5140694
2003,Sinbad: Legend of the Seven Seas,FAIL,60000000,26483452,80767884,107251336
2003,Something&#39;s Gotta Give,FAIL,80000000,124685242,266685242,391370484
2003,Spy Kids 3-D: Game Over,PASS,40000000,111760631,167851995,279612626
2003,Swimming Pool,PASS,7800000,10130108,22441323,32571431
2003,Terminator 3: Rise of the Machines,PASS,170000000,150358296,433058296,583416592
2003,The Core,PASS,85000000,31111260,74132631,105243891
2003,The Italian Job,FAIL,60000000,106126012,176262839,282388851
2003,The Jungle Book 2,FAIL,20000000,47901582,135703599,183605181
2003,The Last Samurai,FAIL,140000000,111110575,456810575,567921150
2003,The League of Extraordinary Gentlemen,FAIL,78000000,66465204,179265204,245730408
2003,The Lord of the Rings: The Return of the King,FAIL,94000000,377845905,1141408667,1519254572
2003,The Matrix Reloaded,PASS,127000000,281553689,738576929,1020130618
2003,The Matrix Revolutions,PASS,110000000,139259759,424259759,563519518
2003,The Missing,PASS,65000000,26900336,38253433,65153769
2003,The School of Rock,FAIL,20000000,81261177,131161177,212422354
2003,Thirteen,PASS,2000000,4601043,9505996,14107039
2003,Timeline,FAIL,80000000,19480739,26703184,46183923
2003,Undead,PASS,750000,41196,229250,270446
2003,Underworld,FAIL,22000000,51970690,95708457,147679147
2003,Wrong Turn,PASS,10000000,15417771,28649556,44067327
2003,X2 (X-Men 2),PASS,125000000,214949694,407711549,622661243
2002,25th Hour,FAIL,4500000,13084595,25344490,38429085
2002,28 Days Later...,PASS,8000000,45064915,82955633,128020548
2002,8 femmes,PASS,8000000,3076425,42376425,45452850
2002,8 Mile,FAIL,41000000,116724075,242924075,359648150
2002,About Schmidt,FAIL,30000000,65005217,105823486,170828703
2002,Adaptation,FAIL,18500000,22498520,22498520,44997040
2002,All or Nothing,PASS,9000000,184255,184255,368510
2002,Antwone Fisher,FAIL,12500000,21078145,23367586,44445731
2002,Austin Powers in Goldmember,FAIL,63000000,213117789,292738626,505856415
2002,Bend It Like Beckham,PASS,5600000,32543449,76730377,109273826
2002,Blade II,FAIL,54000000,81676888,154338601,236015489
2002,Blue Crush,PASS,30000000,40118420,51618420,91736840
2002,Cabin Fever,PASS,1500000,21158188,30351664,51509852
2002,Carrie,PASS,30000000,35266619,85001659,120268278
2002,Catch Me If You Can,FAIL,52000000,164606800,351106800,515713600
2002,Chicago,PASS,30000000,170687518,307687518,478375036
2002,Crossroads,PASS,12000000,37188667,57000000,94188667
2002,Death to Smoochy,FAIL,50000000,8355815,8374062,16729877
2002,Die Another Day,FAIL,142000000,160942139,431942139,592884278
2002,Drumline,FAIL,20000000,56398162,56398162,112796324
2002,Equilibrium,FAIL,20000000,1190018,5345869,6535887
2002,Far from Heaven,PASS,13500000,15901849,29027914,44929763
2002,Frida,FAIL,12000000,25885000,55710675,81595675
2002,Funny Ha Ha,PASS,30000,77070,77070,154140
2002,Gangs of New York,FAIL,97000000,77730500,190400000,268130500
2002,Gerry,FAIL,7000000,254683,254683,509366
2002,Harry Potter and the Chamber of Secrets,PASS,100000000,261987880,878979634,1140967514
2002,High Crimes,PASS,42000000,41543207,63781100,105324307
2002,I Spy,FAIL,70000000,33561137,60279822,93840959
2002,Ice Age,FAIL,65000000,176387405,386116343,562503748
2002,Igby Goes Down,FAIL,9000000,4777465,4777465,9554930
2002,Insomnia,FAIL,46000000,67263182,113622499,180885681
2002,Lilo and Stitch,PASS,80000000,145771527,245800000,391571527
2002,Maid in Manhattan,PASS,55000000,93932896,163838217,257771113
2002,May,PASS,1750000,145540,497339,642879
2002,Men in Black II,FAIL,140000000,190418803,441767803,632186606
2002,Minority Report,FAIL,102000000,132024714,358824714,490849428
2002,Mr Deeds,FAIL,50000000,126293452,171269535,297562987
2002,My Big Fat Greek Wedding,PASS,5000000,241438208,352242522,593680730
2002,Panic Room,PASS,48000000,95308367,196308367,291616734
2002,Phone Booth,FAIL,11000000,46566212,97837138,144403350
2002,Queen of the Damned,PASS,35000000,30307804,30307804,60615608
2002,Rabbit-Proof Fence,PASS,7000000,6199600,16866928,23066528
2002,Real Women Have Curves,PASS,3000000,5853194,5853194,11706388
2002,Red Dragon,FAIL,78000000,92955420,206455420,299410840
2002,Reign of Fire,FAIL,60000000,43061982,82150183,125212165
2002,Resident Evil,PASS,35000000,40119709,103787401,143907110
2002,Scooby-Doo,PASS,84000000,153294164,276294164,429588328
2002,Signs,FAIL,70702619,227965690,408265690,636231380
2002,Snow Dogs,FAIL,32000000,81150692,116898028,198048720
2002,Solaris,FAIL,47000000,14970038,14970038,29940076
2002,Spider-Man,FAIL,139000000,403706375,821565375,1225271750
2002,Spirit: Stallion of the Cimarron,FAIL,80000000,73215310,106515310,179730620
2002,Spun,PASS,4500000,410241,1022649,1432890
2002,Spy Kids 2: Island of Lost Dreams,PASS,38000000,85846296,119721296,205567592
2002,Star Trek: Nemesis,FAIL,60000000,43254409,67312826,110567235
2002,Star Wars: Episode II - Attack of the Clones,FAIL,115000000,310676740,656695615,967372355
2002,The Adventures of Pluto Nash,FAIL,100000000,4411102,7094995,11506097
2002,The Banger Sisters,PASS,10000000,30306281,38067218,68373499
2002,The Bourne Identity,FAIL,60000000,121468960,213300000,334768960
2002,The Dangerous Lives of Altar Boys,FAIL,12000000,1779284,1779284,3558568
2002,The Good Girl,PASS,8000000,14018296,16856124,30874420
2002,The Hours,PASS,25000000,41675994,97030468,138706462
2002,The Importance of Being Earnest,PASS,15000000,8378141,8378141,16756282
2002,The Lord of the Rings: The Two Towers,FAIL,94000000,342548984,927048984,1269597968
2002,The Powerpuff Girls,PASS,25000000,11411644,16425701,27837345
2002,The Quiet American,FAIL,20000000,12987647,26348203,39335850
2002,The Ring,PASS,48000000,129094024,248218486,377312510
2002,The Rules of Attraction,FAIL,4000000,6525762,11799060,18324822
2002,The Santa Clause 2,FAIL,65000000,139225854,172825854,312051708
2002,The Sweetest Thing,PASS,43000000,24430272,44633441,69063713
2002,The Transporter,FAIL,21000000,25296447,43928932,69225379
2002,The Tuxedo,FAIL,60000000,50586000,104429625,155015625
2002,Treasure Planet,FAIL,100000000,38120554,91800000,129920554
2002,Tuck Everlasting,PASS,15000000,19161999,19344615,38506614
2002,Two Weeks Notice,PASS,60000000,93354918,199043309,292398227
2002,We Were Soldiers,PASS,70000000,78120196,114658262,192778458
2002,Whale Rider,PASS,4300000,20779666,39892476,60672142
2002,White Oleander,PASS,16000000,16357770,21657770,38015540
2002,xXx,FAIL,70000000,141930000,267200000,409130000
2001,A Beautiful Mind,FAIL,78000000,170708996,317668058,488377054
2001,A Knight&#39;s Tale,FAIL,41000000,56083966,100622586,156706552
2001,Along Came A Spider,PASS,28000000,74058698,105159085,179217783
2001,American Outlaws,FAIL,35000000,13264986,13264986,26529972
2001,Antitrust,FAIL,30000000,10965209,17865209,28830418
2001,Artificial Intelligence: AI,FAIL,90000000,78616689,235900000,314516689
2001,Atlantis: The Lost Empire,FAIL,90000000,84052762,186049020,270101782
2001,Black Hawk Down,FAIL,95000000,108638745,159691085,268329830
2001,Blow,FAIL,30000000,52990775,83282296,136273071
2001,Bridget Jones&#39;s Diary,PASS,25000000,71500556,281527158,353027714
2001,Don&#39;t Say A Word,PASS,50000000,54997476,104488383,159485859
2001,Donnie Darko,FAIL,4500000,1270522,7696529,8967051
2001,Dr. Dolittle 2,PASS,72000000,112950721,176101721,289052442
2001,Evolution,PASS,80000000,38311134,98341932,136653066
2001,From Hell,FAIL,35000000,31598308,68712365,100310673
2001,Ghost World,PASS,5500000,6217849,8761608,14979457
2001,Gosford Park,PASS,18000000,41300105,41300105,82600210
2001,Hannibal,PASS,87000000,165092266,350100280,515192546
2001,Harry Potter and the Sorcerer&#39;s Stone,PASS,125000000,317575550,974755371,1292330921
2001,Hedwig and the Angry Inch,PASS,6000000,3067312,3643900,6711212
2001,High Heels and Low Lifes,PASS,10000000,226792,226792,453584
2001,Impostor,FAIL,40000000,6114237,6114237,12228474
2001,Jason X,PASS,14000000,13121555,16951798,30073353
2001,Jay and Silent Bob Strike Back,PASS,22000000,30059386,33762400,63821786
2001,Jeepers Creepers,PASS,10000000,37904175,58939035,96843210
2001,Josie and the Pussycats,PASS,22000000,14252830,14252830,28505660
2001,Kate &amp; Leopold,FAIL,48000000,47095453,70937778,118033231
2001,Kiss of the Dragon,FAIL,25000000,36833473,36833473,73666946
2001,Kissing Jessica Stein,PASS,1500000,7025722,8831884,15857606
2001,L.I.E.,FAIL,700000,1140965,1140965,2281930
2001,Lara Croft: Tomb Raider,FAIL,94000000,131144183,274644183,405788366
2001,Legally Blonde,PASS,18000000,96493426,141809235,238302661
2001,Lovely and Amazing,PASS,250000,4210379,4695781,8906160
2001,Monkeybone,FAIL,75000000,5409517,5409517,10819034
2001,Monsoon Wedding,PASS,1200000,13876974,27025600,40902574
2001,"Monsters, Inc.",FAIL,115000000,289423425,559757719,849181144
2001,Moulin Rouge!,PASS,53000000,57386369,179213196,236599565
2001,Mulholland Dr.,PASS,15000000,7219578,11919578,19139156
2001,Nowhere in Africa,PASS,6500000,6173485,6173485,12346970
2001,Ocean&#39;s Eleven,FAIL,85000000,183417150,450728529,634145679
2001,Osmosis Jones,FAIL,70000000,13596911,13596911,27193822
2001,Pearl Harbor,FAIL,151500000,198539855,449239855,647779710
2001,Save the Last Dance,PASS,13000000,91038276,131638276,222676552
2001,Shallow Hal,PASS,40000000,70836296,70836296,141672592
2001,Shaolin Soccer,FAIL,10000000,488872,42776032,43264904
2001,Shrek,FAIL,50000000,267655011,491812794,759467805
2001,Someone Like You...,PASS,23000000,27338033,38684906,66022939
2001,Spy Kids,PASS,35000000,112692062,197692062,310384124
2001,Super Troopers,FAIL,3000000,18492362,23046142,41538504
2001,The Fast and the Furious,FAIL,38000000,144512310,206512310,351024620
2001,The Glass House,PASS,22000000,17951431,22861785,40813216
2001,The Legend of Suriyothai,PASS,9000000,454255,454255,908510
2001,The Lord of the Rings: The Fellowship of the Ring,FAIL,109000000,315544750,887217688,1202762438
2001,The Majestic,FAIL,72000000,27796042,37306334,65102376
2001,The One,FAIL,49000000,43905746,43905746,87811492
2001,The Others,PASS,17000000,96522687,209947037,306469724
2001,The Princess Diaries,PASS,30000000,108244774,165334774,273579548
2001,The Royal Tenenbaums,PASS,28000000,52353636,71430876,123784512
2001,The Wedding Planner,PASS,28000000,60400856,94728529,155129385
2001,Thir13en Ghosts,FAIL,19000000,41867960,68467960,110335920
2001,Training Day,FAIL,45000000,76261036,104505362,180766398
2001,Valentine,FAIL,10000000,20384136,20384136,40768272
2001,Vanilla Sky,FAIL,70000000,100614858,202726605,303341463
2001,Zoolander,PASS,28000000,45172250,60780981,105953231
2000,28 Days,PASS,43000000,37035515,62063972,99099487
2000,Almost Famous,PASS,60000000,32522352,47371191,79893543
2000,American Psycho,FAIL,8000000,15070285,28674417,43744702
2000,Beautiful Creatures,PASS,50000000,19452138,55940671,75392809
2000,Best in Show,PASS,6000000,18621249,20695413,39316662
2000,Billy Elliot,PASS,5000000,21995263,109280263,131275526
2000,Boiler Room,FAIL,9000000,16963963,28773637,45737600
2000,Bring It On,PASS,10000000,68353550,90453550,158807100
2000,Cast Away,FAIL,85000000,233632142,427230516,660862658
2000,Cecil B. Demented,PASS,10000000,1276984,1953882,3230866
2000,Center Stage,PASS,18000000,17200925,17200925,34401850
2000,Charlie&#39;s Angels,PASS,90000000,125305545,259736090,385041635
2000,Chicken Run,PASS,42000000,106793915,227793915,334587830
2000,Chocolat,PASS,25000000,71309760,152500343,223810103
2000,Coyote Ugly,FAIL,45000000,60786269,115786269,176572538
2000,Dancer in the Dark,PASS,12500000,4157491,45557491,49714982
2000,"Dude, Where&#39;s My Car",FAIL,14000000,46729374,73180297,119909671
2000,Dune,PASS,45000000,27447471,27447471,54894942
2000,Erin Brockovich,PASS,50000000,125548685,257805243,383353928
2000,Final Destination,FAIL,23000000,53302314,112036870,165339184
2000,Gladiator,FAIL,103000000,187683805,457683805,645367610
2000,Gone in Sixty Seconds,FAIL,103300000,101643008,232643008,334286016
2000,High Fidelity,FAIL,20000000,27277055,47881663,75158718
2000,Hollow Man,PASS,90000000,73209340,191200000,264409340
2000,Little Nicky,FAIL,80000000,39442871,58270391,97713262
2000,Love &amp; Basketball,PASS,15000000,27441122,27709625,55150747
2000,Meet the Parents,FAIL,55000000,166225040,304599899,470824939
2000,Memento,FAIL,5000000,25544867,39723096,65267963
2000,Miss Congeniality,PASS,45000000,106807667,213420951,320228618
2000,Mission to Mars,FAIL,90000000,60874615,106000000,166874615
2000,"O Brother, Where Art Thou?",FAIL,26000000,45506619,75763814,121270433
2000,Pitch Black,PASS,23000000,39235088,53182088,92417176
2000,Pokemon: The Movie 2000,FAIL,30000000,43746923,133946923,177693846
2000,Red Planet,FAIL,80000000,17480890,33463969,50944859
2000,Remember the Titans,FAIL,30000000,115654751,136706683,252361434
2000,Requiem for a Dream,PASS,4500000,3635482,7390108,11025590
2000,Return to Me,FAIL,24000000,32662299,32662299,65324598
2000,Romeo Must Die,FAIL,25000000,55973336,91036760,147010096
2000,Rugrats in Paris:,PASS,30000000,76501438,103284813,179786251
2000,Saving Grace,PASS,4000000,12178602,27786849,39965451
2000,Scream 3,PASS,40000000,89138076,161838076,250976152
2000,Sexy Beast,FAIL,4300000,6946056,10154577,17100633
2000,Shanghai Noon,FAIL,55000000,56932305,71189835,128122140
2000,Snatch.,FAIL,10000000,30093107,83593107,113686214
2000,Songcatcher,PASS,1800000,3050934,3050934,6101868
2000,The Beach,FAIL,50000000,39778599,39778599,79557198
2000,The Cell,FAIL,35000000,61280963,85911226,147192189
2000,The Emperor&#39;s New Groove,PASS,100000000,89296573,169296573,258593146
2000,The Gift,FAIL,10000000,12008642,44567606,56576248
2000,The Patriot,FAIL,110000000,113330342,215300000,328630342
2000,The Road to El Dorado,FAIL,95000000,50802661,65700000,116502661
2000,The Way of the Gun,FAIL,9000000,6047856,13061935,19109791
2000,The Whole Nine Yards,PASS,24000000,57262492,85527867,142790359
2000,Thirteen days,FAIL,80000000,34566746,66554547,101121293
2000,Titan A.E.,PASS,75000000,22751979,36751979,59503958
2000,Unbreakable,FAIL,73243106,94999143,248099143,343098286
2000,Urbania,FAIL,225000,1032075,1032075,2064150
2000,Vertical Limit,FAIL,75000000,68473360,213500000,281973360
2000,What Lies Beneath,PASS,90000000,155464351,288693989,444158340
2000,What Women Want,FAIL,65000000,182805123,372100000,554905123
2000,Where the Heart Is,PASS,15000000,33771174,40862054,74633228
2000,"Wo hu cang long (Crouching Tiger, Hidden Dragon)",PASS,15000000,128067808,213200000,341267808
2000,X-Men,FAIL,75000000,157299717,296339717,453639434
1999,10 Things I Hate About You,PASS,13000000,38177966,60414025,98591991
1999,8MM,FAIL,40000000,36443442,96398826,132842268
1999,American Beauty,PASS,15000000,130058047,356258047,486316094
1999,American Pie,FAIL,12000000,101800948,234723148,336524096
1999,Analyze This,FAIL,30000000,106885658,176885658,283771316
1999,Anna and the King,FAIL,75000000,39251128,39251128,78502256
1999,Anywhere But Here,FAIL,23000000,18653615,18653615,37307230
1999,Austin Powers: The Spy Who Shagged Me,FAIL,35000000,206040085,310332636,516372721
1999,Being John Malkovich,PASS,13000000,22858926,32382381,55241307
1999,Black and White,PASS,10000000,5241315,5241315,10482630
1999,Blue Streak,FAIL,36000000,68208190,117448157,185656347
1999,Boys Don&#39;t Cry,PASS,2000000,11540607,20741000,32281607
1999,But I&#39;m a Cheerleader,PASS,1200000,2205627,2629191,4834818
1999,Carrie 2: The Rage,PASS,21000000,17760244,17760244,35520488
1999,Cruel Intentions,PASS,11000000,38230075,75803716,114033791
1999,Dick,PASS,13000000,6276869,6276869,12553738
1999,Dogma,FAIL,10000000,30651422,43948865,74600287
1999,Drop Dead Gorgeous,PASS,10000000,10571408,10571408,21142816
1999,Election,PASS,8500000,14943582,17202854,32146436
1999,Eyes Wide Shut,PASS,65000000,55691208,86257553,141948761
1999,Fight Club,FAIL,65000000,37030102,100853753,137883855
1999,Flawless,FAIL,27000000,4485485,4485485,8970970
1999,For Love of the Game,FAIL,50000000,35188640,46112640,81301280
1999,Galaxy Quest,FAIL,45000000,71423726,90523726,161947452
